dir,entry_time,entry,sl,tp,risk,type,exit_time,exit,result,points,r,year,cum_r
-1,2024-05-29 09:26:00,20465.25,20470.5,20460.0,5.25,continuation,2024-05-29 09:27:00,20460.0,TP,5.25,1.0,2024,25.543374071411456
-1,2024-05-31 10:46:00,20072.5,20091.25,20053.75,18.75,continuation,2024-05-31 10:48:00,20053.75,TP,18.75,1.0,2024,26.543374071411456
-1,2024-05-31 11:14:00,20044.0,20065.75,20022.25,21.75,continuation,2024-05-31 11:31:00,20022.25,TP,21.75,1.0,2024,27.543374071411456
1,2024-06-05 09:15:00,20530.25,20516.5,20544.0,13.75,continuation,2024-06-05 09:30:00,20544.0,TP,13.75,1.0,2024,28.543374071411456
1,2024-06-05 11:07:00,20631.75,20600.75,20662.75,31.0,continuation,2024-06-05 11:17:00,20662.75,TP,31.0,1.0,2024,29.543374071411456
1,2024-06-10 10:55:00,20748.25,20719.5,20777.0,28.75,continuation,2024-06-10 11:26:00,20777.0,TP,28.75,1.0,2024,30.543374071411456
1,2024-06-10 11:34:00,20787.5,20758.25,20816.75,29.25,continuation,2024-06-10 13:30:00,20758.25,SL,-29.25,-1.0,2024,29.543374071411456
1,2024-06-11 10:46:00,20796.75,20770.75,20822.75,26.0,continuation,2024-06-11 10:54:00,20822.75,TP,26.0,1.0,2024,30.543374071411456
1,2024-06-11 10:57:00,20819.5,20770.75,20868.25,48.75,continuation,2024-06-11 11:44:00,20770.75,SL,-48.75,-1.0,2024,29.543374071411456
1,2024-06-12 09:36:00,21118.0,21066.5,21169.5,51.5,continuation,2024-06-12 09:44:00,21169.5,TP,51.5,1.0,2024,30.543374071411456
1,2024-06-12 09:48:00,21176.5,21106.5,21246.5,70.0,continuation,2024-06-12 15:12:00,21246.5,TP,70.0,1.0,2024,31.543374071411456
1,2024-06-19 09:15:00,21679.75,21669.75,21689.75,10.0,continuation,2024-06-19 09:39:00,21669.75,SL,-10.0,-1.0,2024,30.543374071411456
1,2024-06-19 10:59:00,21669.0,21666.5,21671.5,2.5,continuation,2024-06-19 11:01:00,21671.5,TP,2.5,1.0,2024,31.543374071411456
-1,2024-06-21 11:38:00,21435.25,21476.5,21394.0,41.25,continuation,2024-06-21 11:50:00,21476.5,SL,-41.25,-1.0,2024,30.543374071411456
1,2024-06-28 10:16:00,21690.0,21498.75,21881.25,191.25,continuation,2024-06-28 12:07:00,21498.75,SL,-191.25,-1.0,2024,29.543374071411456
1,2024-07-03 10:41:00,21707.0,21687.75,21726.25,19.25,continuation,2024-07-03 10:44:00,21726.25,TP,19.25,1.0,2024,30.543374071411456
1,2024-07-03 10:46:00,21730.0,21687.75,21772.25,42.25,continuation,2024-07-03 11:15:00,21772.25,TP,42.25,1.0,2024,31.543374071411456
1,2024-07-05 10:44:00,21959.5,21921.5,21997.5,38.0,continuation,2024-07-05 11:15:00,21997.5,TP,38.0,1.0,2024,32.543374071411456
1,2024-07-05 11:33:00,21998.25,21978.25,22018.25,20.0,continuation,2024-07-05 11:43:00,22018.25,TP,20.0,1.0,2024,33.543374071411456
1,2024-07-08 09:15:00,22067.75,22056.5,22079.0,11.25,continuation,2024-07-08 09:31:00,22056.5,SL,-11.25,-1.0,2024,32.543374071411456
1,2024-07-08 09:53:00,22077.0,22040.25,22113.75,36.75,continuation,2024-07-08 10:01:00,22040.25,SL,-36.75,-1.0,2024,31.543374071411456
-1,2024-07-17 10:11:00,21556.75,21684.25,21429.25,127.5,continuation,2024-07-17 15:59:00,21443.5,EOD,113.25,0.888235294117647,2024,32.431609365529106
-1,2024-07-18 11:16:00,21307.5,21457.5,21157.5,150.0,continuation,2024-07-18 15:59:00,21314.75,EOD,-7.25,-0.04833333333333333,2024,32.383276032195774
-1,2024-07-19 11:36:00,21172.75,21269.25,21076.25,96.5,continuation,2024-07-19 15:59:00,21131.25,EOD,41.5,0.43005181347150256,2024,32.813327845667274
-1,2024-07-22 11:40:00,21278.25,21299.75,21256.75,21.5,continuation,2024-07-22 11:42:00,21256.75,TP,21.5,1.0,2024,33.813327845667274
-1,2024-07-24 10:15:00,20914.0,20956.5,20871.5,42.5,continuation,2024-07-24 10:47:00,20871.5,TP,42.5,1.0,2024,34.813327845667274
-1,2024-07-24 10:59:00,20870.0,20933.0,20807.0,63.0,continuation,2024-07-24 11:25:00,20807.0,TP,63.0,1.0,2024,35.813327845667274
-1,2024-07-25 10:16:00,20389.0,20470.0,20308.0,81.0,continuation,2024-07-25 10:25:00,20470.0,SL,-81.0,-1.0,2024,34.813327845667274
-1,2024-07-26 09:51:00,20527.25,20580.5,20474.0,53.25,continuation,2024-07-26 10:01:00,20580.5,SL,-53.25,-1.0,2024,33.813327845667274
-1,2024-07-26 10:20:00,20523.75,20560.75,20486.75,37.0,continuation,2024-07-26 10:24:00,20560.75,SL,-37.0,-1.0,2024,32.813327845667274
1,2024-07-29 10:04:00,20780.0,20725.75,20834.25,54.25,continuation,2024-07-29 10:11:00,20725.75,SL,-54.25,-1.0,2024,31.813327845667274
-1,2024-08-02 09:36:00,20002.75,20103.75,19901.75,101.0,continuation,2024-08-02 09:40:00,20103.75,SL,-101.0,-1.0,2024,30.813327845667274
-1,2024-08-02 11:23:00,19877.75,19923.25,19832.25,45.5,continuation,2024-08-02 11:24:00,19923.25,SL,-45.5,-1.0,2024,29.813327845667274
